Names	total	elements
		HIST1H2AC
		OR56B1
		OR5M10
		DMRT2
		TMCO1
		PDE6B
		MRPS16
		YTHDF2
		LRRC59
		MROH9
		SDF2
		ZEB2
		XBP1
		SAP30BP
		PCDH17
		RABEPK
		AQP1
		LOC105373991
		IL7R
		DGKA
		RGAG1
		HFE
		VCAN
		SOCS2
		ATAT1
		DOCK5
		KRTAP13-3
		TIMM44
		JUP
		MRPL21
		GDE1
		SYPL1
		COBL
		PDIA6
		CXorf40B
		BCCIP
		SNORA31
		KLF15
		PHKG1
		NTM-AS1
		ZNF830
		ABCA2
		HIPK2
		FAXDC2
		DOK5
		LOC100131840
		CD22
		CAMKK2
		MASP1
		POP5
		TMEM211
		CTSA
		HIST1H2BD
		SEMA5A
		PIP5K1B
		TTTY5
		OR4N2
		MT1A
		NCAN
		GFRAL
		COL24A1
		TMEM199
		DDR1
		TERF1
		S100A12
		SLC13A3
		CYB5A
		C2orf88
		NKX2-2
		PLP1
		HIP1
		PARD3B
		CIDEB
		MAP1LC3B2
		HIST3H2BB
		LRAT
		HS3ST4
		HIST1H2BO
		HIST1H4A
		COA3
		C15orf54
		ANP32B
		PHLDB2
		LOC400692
		RPL14
		SFRP1
		RFTN2
		BAAT
		ARID1A
		WDR73
		VWA3B
		TRIM62
		Hsp40
		FGF23
		RUBCNL
		ST18
		TMEM63A
		EFS
		BIRC3
		KLF3
		ESM1
